headline,abstract,desk,locations,word_count,snippet,source,subjects,url,section,date,type,id
"Paid Notice: Deaths  BOWMAN, PEARL ",,Classified,,204,"BOWMAN--Pearl, passed away on Friday, September 18th after a valiant battle with numerous health issues. She is survived by her daughter, Jane, son, Daniel, daughter-in-law, Ingeborg, and grandchildren, Thomas and Sarah. She was preceded in death by...",The New York Times,,http://www.legacy.com/Link.asp?I=LS000134929742,Paid Death Notices,10/25/2009,Paid Death Notice,52140cc838f0d8740ac9182d
Israel Claimed to Curb Palestinian Water,,Multimedia/Photos,,23,A report by the human right groups Amnesty International says that Israel is preventing Palestinians from receiving enough water in the occupied territories.,Reuters,,http://www.nytimes.com/video/multimedia/1247465385418/israel-claimed-to-curb-palestinian-water.html,Multimedia/Photos,10/27/2009,Video,504a73e21c22dfde670ba7f0
Democrats Propose Bill to Thwart Overseas Tax Dodgers,,Business,United States,280,Lawmakers offered a bill aimed at cracking down on tax dodgers hiding money overseas.,The New York Times,"Law and Legislation, Tax Evasion, Taxation, Americans Abroad",http://www.nytimes.com/2009/10/28/business/28tax.html,Business Day,10/28/2009,News,5457beef38f0d8086c45d5af
Europe Ends Its Attempt to Penalize Uzbekistan,,Foreign,Uzbekistan,605,"The European Union lifted its last remaining sanctions against that countryäó»s government on Tuesday, an arms embargo imposed in 2005.",The New York Times,"Embargoes and Economic Sanctions, Freedom and Human Rights, Treaty of Lisbon (2007), International Relations",http://www.nytimes.com/2009/10/28/world/asia/28uzbek.html,World,10/28/2009,News,5457c00c38f0d8086c45d5cb
Democrats Aim to Thwart Overseas Tax Dodgers,Democratic lawmakers offered a bill on Tuesday intended to crack down on tax dodgers hiding money overseas.,,,287,Democratic lawmakers offered a bill on Tuesday intended to crack down on tax dodgers hiding money overseas.,The New York Times,,http://dealbook.nytimes.com/2009/10/28/democrats-propose-bill-to-thwart-overseas-tax-dodgers/,Business Day,10/28/2009,Blog,4fd3979d8eb7c8105d8d0cc9
Tensions Rise in Dispute Between Swiss and Italians,,Foreign,"Switzerland, Italy",93,"Switzerland has summoned the Italian ambassador for an explanation of raids on Swiss banks in Italy, part of an escalating tax dispute between the countries, a Swiss spokesman said.",The New York Times,"International Relations, Tax Evasion",http://www.nytimes.com/2009/10/29/world/europe/29briefs-Swiss.html,World,10/29/2009,Brief,5457ce4f38f0d8086c45d720
Deal Set to Restore Ousted Honduran President,,Foreign,Honduras,951,"The de facto government agreed to a deal that would allow Manuel Zelaya, the deposed president, to return to office, Secretary of State Hillary Rodham Clinton confirmed on Friday.",The New York Times,"u""Coups DEtat and Attempted Coups DEtat"", United States International Relations, Politics and Government",http://www.nytimes.com/2009/10/31/world/americas/31honduras.html,World,10/31/2009,News,5457e01438f0d8086c45d8ac
Equatorial Guinea Frees British Mercenary,,Foreign,Equatorial Guinea,594,"Simon Mann, a former soldier, was sentenced last year for plotting a coup in the central African nation.",The New York Times,,http://www.nytimes.com/2009/11/04/world/africa/04guinea.html,World,11/4/2009,News,5458053438f0d8086c45dbe4
Italy Convicts 23 Americans for C.I.A. Renditions,,Foreign,Italy,1109,The Americans were tried in absentia for the seizure of a Muslim cleric from the streets of Milan over six years ago.,The New York Times,"Extraordinary Rendition, Decisions and Verdicts",http://www.nytimes.com/2009/11/05/world/europe/05italy.html,World,11/5/2009,News,54204bef38f0d81f7a5ffdf0
"Coup, Uninterrupted",,Editorial,Honduras,431,"After the unraveling of a deal in Honduras, the White House needs to leave no doubt that an election run by coup plotters will not be credible.",The New York Times,"Editorials, u""Coups DEtat and Attempted Coups DEtat"", United States International Relations",http://www.nytimes.com/2009/11/07/opinion/07sat3.html,Opinion,11/7/2009,Editorial,5458329638f0d8086c45dfe0
"Paid Notice: Deaths  CIPES, PAUL LOUIS",,Classified,,88,"CIPES--Paul Louis, DDS. A full and beautiful life ended on Sunday, November 8, 2009. He leaves his wife, of 67 years Bryna of Somers, NY, and was the beloved father of Joel Cipes (Susan Devlin) of Norwalk, CT, and Jonathan (Kathye) Cipes of West...",The New York Times,,http://query.nytimes.com/gst/fullpage.html?res=9B0CE1D7163AF93AA35752C1A96F9C8B63,Paid Death Notices,11/9/2009,Paid Death Notice,4fd28c978eb7c8105d8613f4
"Paid Notice: Deaths  CIPES, PAUL ",,Classified,,88,"CIPES--Paul Louis, DDS. A full and beautiful life ended on Sunday, November 8, 2009. He leaves his wife, of 67 years Bryna of Somers, NY, and was the beloved father of Joel Cipes (Susan Devlin) of Norwalk, CT, and Jonathan (Kathye) Cipes of West...",The New York Times,,http://www.legacy.com/Link.asp?I=LS000135701136,Paid Death Notices,11/9/2009,Paid Death Notice,52140ea238f0d8740ac91b07
Ill Will Grows in a Former Colonial Region,,Foreign,"France, Africa, Dakar (Senegal)",1162,"As democracy slips in country after country, France often quietly sides with the once-and-future autocrats.",The New York Times,International Relations,http://www.nytimes.com/2009/11/13/world/africa/13francophone.html,World,11/13/2009,News,5458682d38f0d8086c45e442
Turkey Plans to Ease Restrictions on Kurds and Help End Decades of Conflict,,Foreign,Turkey,639,"The plan to let the Kurdish language be used in the media and political campaigns will be debated by Parliament, but the fact that it is being discussed at all is considered to be a landmark.",The New York Times,"Kurds, Freedom and Human Rights, Civil War and Guerrilla Warfare",http://www.nytimes.com/2009/11/14/world/europe/14kurds.html,World,11/14/2009,News,545872d938f0d8086c45e51b
Inside the Times,,Metropolitan Desk,,864,"International     IN VISIT, OBAMA AVOIDS MEETING CHINESE CITIZENS",The New York Times,,http://query.nytimes.com/gst/fullpage.html?res=9F05E6D7143AF93BA25752C1A96F9C8B63,New York and Region,11/18/2009,Summary,4fd293148eb7c8105d86cd1d
Iranäó»s Death Penalty Is Seen as a Political Tactic,,Foreign,Iran,1118,A flurry of executions has raised concern that the government is using judicially sanctioned killing to quell pockets of unrest around the nation.,The New York Times,"Demonstrations and Riots, Capital Punishment, Politics and Government",http://www.nytimes.com/2009/11/23/world/middleeast/23iran.html,World,11/23/2009,News,5458c1b138f0d8086c45ebe4
General Says Canada Fears for Afghans,,Foreign,Canada,466,Canadaäó»s top military officer said that the Canadians had sometimes refrained from turning over prisoners to the Afghan government for fear they would be tortured.,The New York Times,"Defense and Military Forces, Afghanistan War (2001- ), Freedom and Human Rights",http://www.nytimes.com/2009/11/23/world/americas/23canada.html,World,11/23/2009,News,5458c24f38f0d8086c45ebf3
Inside the Times,,Metropolitan Desk,,984,International     AMNESTY LIST PUTS PRESSURE ON PRESIDENT OF PAKISTAN,The New York Times,,http://query.nytimes.com/gst/fullpage.html?res=9502E2DA1039F930A15752C1A96F9C8B63,New York and Region,11/23/2009,Summary,4fd274768eb7c8105d832ca5
Poverty Could Imperil the Amnesty in Niger Delta,,Foreign,Nigeria,1306,"Two months after Nigeriaäó»s leaders declared an amnesty program for armed vigilantes a success, there are signs a relative quiet may not last.",The New York Times,"Civil War and Guerrilla Warfare, Politics and Government, Oil (Petroleum) and Gasoline, Amnesties, Commutations and Pardons",http://www.nytimes.com/2009/11/27/world/africa/27nigeria.html,World,11/27/2009,News,5458ed2a38f0d8086c45efa0
Inside the Times,,Metropolitan Desk,,1364,International     POVERTY IN THE NIGER DELTA COULD IMPERIL RECENT PEACE,The New York Times,,http://query.nytimes.com/gst/fullpage.html?res=9904EEDF1E3FF934A15752C1A96F9C8B63,New York and Region,11/27/2009,Summary,4fd293148eb7c8105d86cd7f
Swiss Ban Building of Minarets on Mosques,,Foreign,Switzerland,815,"Switzerlandäó»s political right scored a surprising win, denting the nationäó»s image as a bastion of tolerance.",The New York Times,"Islam, Freedom of Religion, Mosques",http://www.nytimes.com/2009/11/30/world/europe/30swiss.html,World,11/30/2009,News,5458fdf638f0d8086c45f122
Fate of Ousted Leader Clouds Election Result in Honduras,,Foreign,Honduras,922,Many countries have said they will not recognize elections held by a de facto government that was installed by a coup.,The New York Times,"u""Coups DEtat and Attempted Coups DEtat"", Elections",http://www.nytimes.com/2009/12/01/world/americas/01honduras.html,World,12/1/2009,News,54590ba738f0d82ce4267fd8
"Bonuses Pending, U.K. Bankers Nab Luxury Homes","Luxury-home prices in central London rose on an annual basis for the first time in 17 months as bank and hedge-fund executives bought houses and apartments in anticipation of bonuses, according to the property adviser Knight Frank.",,,454,"Luxury-home prices in central London rose on an annual basis for the first time in 17 months as bank and hedge-fund executives bought houses and apartments in anticipation of bonuses, according to the property adviser Knight Frank.",The New York Times,,http://dealbook.nytimes.com/2009/12/01/bonuses-pending-uk-bankers-nab-luxury-homes/,Business Day,12/1/2009,Blog,4fd398d78eb7c8105d8d3d8b
C.I.A. to Expand Use of Drones in Pakistan,,Foreign,"Pakistan, Afghanistan, Baluchistan (Pakistan), Federally Administered Tribal Areas (Pakistan)",1588,"The White House is expanding the program, paralleling the decision to send more troops to Afghanistan.",The New York Times,"Drones (Pilotless Planes), United States Defense and Military Forces, Afghanistan War (2001- ), Military Aircraft, Missiles and Missile Defense Systems",http://www.nytimes.com/2009/12/04/world/asia/04drones.html,World,12/4/2009,News,5459232038f0d82ce42681ea
The Hostage Business,,Magazine,Nigeria,3764,"Kidnapping in the developing world is a grim byproduct of globalization, and a strange and shadowy ransom industry has grown to protect and retrieve the victims. But are all the consultants and insurers really just part of the problem?",The New York Times,"Kidnapping, Hostages, Oil (Petroleum) and Gasoline, Insurance, Piracy at Sea",http://www.nytimes.com/2009/12/06/magazine/06kidnapping-t.html,Magazine,12/6/2009,News,545904e638f0d8086c45f1b2
Copenhagen Talks Tough on Climate Protest Plans,,Foreign,Copenhagen (Denmark),959,An elaborate holding facility with three dozen steel cages has been created to accommodate more than 350 potential troublemakers during a U.N. climate conference Monday.,The New York Times,"Police, United Nations Framework Convention on Climate Change, Demonstrations and Riots",http://www.nytimes.com/2009/12/07/science/earth/07security.html,Science,12/7/2009,News,5459423e38f0d82ce426848e
Rights Group Report Faults Mexican Armyäó»s Conduct in Drug War,,Foreign,Mexico,456,"Amnesty International is scheduled to release a report raising allegations of extrajudicial killings, torture and arbitrary detentions.",The New York Times,"Drug Abuse and Traffic, Defense and Military Forces, Freedom and Human Rights",http://www.nytimes.com/2009/12/08/world/americas/08mexico.html,World,12/8/2009,News,54594e4238f0d82ce426859d
Inside the Times,,Metropolitan Desk,,862,International     CHILDREN BEAR BRUNT,The New York Times,,http://query.nytimes.com/gst/fullpage.html?res=9A0CE1DD153BF93BA35751C1A96F9C8B63,New York and Region,12/8/2009,Summary,4fd293158eb7c8105d86ce1c
"In Iran, Protests Gaining a Radical Tinge",,Foreign,Iran,894,"The creeping radicalization of Iranäó»s opposition movement has underscored a rift within it, analysts say, and poses a dilemma for its leaders.",The New York Times,"Demonstrations and Riots, Freedom and Human Rights, Politics and Government",http://www.nytimes.com/2009/12/11/world/middleeast/11iran.html,World,12/11/2009,News,545a597d38f0d842c59d1069
"Advertisement That Watches You, The","Hamburg-based firm Jung von Matt develops Vis-a-pix, advertising vehicle that is controlled by camera attached to computer with face-tracking software; images in ad change when no one is looking at it; design won awards at 2009 Cannes Lions International Advertising Festival and New York Festival International Advertising Awards; photos (M)",Magazine Desk,HAMBURG (GERMANY),299,"''It happens when nobody is watching.'' As the tagline on a poster raising awareness about domestic violence, that's not bad. But it was the poster itself that was truly attention-grabbing -- for it brought the issue of being watched (or not) to...",The New York Times,"RECORDINGS AND DOWNLOADS (VIDEO), CANNES LIONS INTERNATIONAL ADVERTISING FESTIVAL, ADVERTISING AND MARKETING, NEW YORK FESTIVAL INTERNATIONAL ADVERTISING AWARDS, AWARDS, DECORATIONS AND HONORS, COMPUTERS AND THE INTERNET",http://query.nytimes.com/gst/fullpage.html?res=9F07E4D91631F930A25751C1A96F9C8B63,Technology; Magazine,12/13/2009,News,4fd2931a8eb7c8105d86d26e
Saudi Arabia: Group Condemns Sentence of 40 Lashes,,Foreign,Saudi Arabia,64,Amnesty International called on Saudi Arabia on Monday to stay a sentence of 40 lashes against a 75-year-old woman for breaching a sex segregation law.,The New York Times,,http://www.nytimes.com/2009/12/15/world/middleeast/15briefs-saudibrf.html,World,12/15/2009,Brief,545a83eb38f0d842c59d1424
